show_id,show,episode_id,draw_order,pub_date,episode_title,duration_sec,duration_hr,duration_source,audio_url,priority,quarter
73329719,KQED's Forum,9f396ec3e1517f21,23377,2020-06-22 16:00:00+00:00,Dr. Ezekiel Emanuel on Coronavirus and ‘Which Country Has the World’s Best Health Care’,3225.0,0.8958333333333334,itunes:duration,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/traffic.megaphone.fm/KQINC1537884718.mp3,6,2020Q2
73331636,The Brian Lehrer Show,605632c4536afdde,23379,2024-09-06 16:55:43+00:00,Are the Mets & Yankees Headed for the Post-Season?,841.0,0.2336111111111111,itunes:duration,https://pscrb.fm/rss/p/mgln.ai/e/14/pdst.fm/e/dts.podtrac.com/pts/redirect.mp3/waaa.wnyc.org/9ad3f75f-0bb4-4437-bf95-5e4140741c91/episodes/48c152df-50df-46c1-9ebd-52ae759e1f75/audio/128/default.mp3?aid=rss_feed&awCollectionId=9ad3f75f-0bb4-4437-bf95-5e4140741c91&awEpisodeId=48c152df-50df-46c1-9ebd-52ae759e1f75&feed=C8a1jmw4,6,2024Q3
78911087,Face the Nation with Margaret Brennan,7defe0573227659a,23381,2018-01-28 19:00:00+00:00,FACE THE NATION ON THE RADIO 1/28,2858.0,0.7938888888888889,itunes:duration,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/serve.castfire.com/audio/8244881/8244881_2026-04-14-042421.192.mp3?rssID=5958,6,2018Q1
124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy",b0d475bb091275cf,23383,2022-06-07 15:13:58+00:00,Bonus Sample #251 Tales of Panic,1040.0,0.2888888888888888,itunes:duration,https://pdrl.fm/829673/pscrb.fm/rss/p/traffic.libsyn.com/secure/hippiesympathizer/Bonus_Show_251_Sample_-_6-7-22_14.05.mp3?dest-id=22784,6,2022Q2
219258773,Brian Kilmeade Show,5fa3af328f2d9ea8,23385,2020-06-05 23:23:34+00:00,Brian Kilmeade Show - 6-5-2020,7459.0,2.0719444444444446,itunes:duration,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/traffic.megaphone.fm/FOXM3204662895.mp3?updated=1642882671,6,2020Q2
354628391,Renegade Talk Radio,550505129b868bc9,23387,2018-01-22 22:24:37+00:00,Richie Renegade Talk Radio,982.0,0.2727777777777778,itunes:duration,https://pdcn.co/e/renegadetalk.podomatic.com/enclosure/2018-01-22T14_24_37-08_00.mp3?_=1516660191.12595232,6,2018Q1
402050558,The David Pakman Show,84201f8e0fa7bf1f,23389,2022-09-29 01:30:00+00:00,"9/28/22: Oz Falls Behind, Texas AG Flees Home, Trump Does N-Word Rant",3871.0,1.0752777777777778,itunes:duration,https://pscrb.fm/rss/p/clrtpod.com/m/mgln.ai/e/35/traffic.megaphone.fm/SHHWD3402559359.mp3,6,2022Q3
506779862,Lectures in History,b50ea6164c3b2650,23391,2019-02-16 13:00:00+00:00,Johnson & Nixon Supreme Court Nominations,4635.0,1.2875,itunes:duration,https://traffic.megaphone.fm/ADV2907910289.mp3,6,2019Q1
597919007,The Young Turks,3c693452fa42db3b,23393,2018-03-16 09:24:00+00:00,"Kudlow, Germany Arrest Warrant, and Neo-Nazi Love Triangle",2902.0,0.8061111111111111,itunes:duration,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/mgln.ai/e/p2226/traffic.megaphone.fm/TYK2907460190.mp3?updated=1701874551,6,2018Q1
702998658,Week In Review,dc1e141382de4589,23395,2022-12-02 21:28:32+00:00,"Week in Review: Seattle budget, Tribal community relocation, and Starbucks",3049.0,0.8469444444444445,itunes:duration,https://tracking.swap.fm/track/uxCn8UtjXBanXSJB9HIb/traffic.omny.fm/d/clips/fa64d43e-1285-4f73-948e-aeae00546c65/f2a9b019-3d24-49eb-bf3b-b17c013e2a06/a2ef41a8-97c4-4c57-986b-b17c01407d62/audio.mp3?utm_source=Podcast&in_playlist=3debde90-667a-4882-bfdf-b17c013e2a27,6,2022Q4
791564318,Jacobin Radio,5afff4c2e59e444a,23397,2018-01-23 00:54:54+00:00,"Behind the News: Sandra Cuffe, Alexander Main, and Janet Capron",3118.0,0.8661111111111112,itunes:duration,https://pinecast.com/listen/4135ba54-446d-4c6c-aa4a-b57c662a8fb7:af3c4b43-a063-4939-8e58-8aff445783ca.mp3?source=rss&ext=asset.mp3,6,2018Q1
929121341,Louder with Crowder,34facad89ce94a93,23399,2018-02-23 16:25:31+00:00,#288 CNN TOWN HALL FAKE NEWS! Nigel Farage and Stefan Molyneux Guest,3754.0,1.0427777777777778,itunes:duration,https://dts.podtrac.com/redirect.mp3/pscrb.fm/rss/p/traffic.libsyn.com/secure/b8d5c6ff-7fc4-4a28-b30f-99e02efd09b6/asset_384977b73332804d5527faed26b9bb10.mp3?dest-id=4990850,6,2018Q1
969924303,The Skepticrat,f61514628c93ed9f,23401,2018-03-05 12:00:00+00:00,67: Skepticrat067 - Trade Warrior Poet Edition,2584.0,0.7177777777777777,itunes:duration,https://pdst.fm/e/arttrk.com/p/ABMA5/clrtpod.com/m/pscrb.fm/rss/p/dts.podtrac.com/redirect.mp3/audioboom.com/posts/6705829.mp3?modified=1575065024&sid=4846754&source=rss,6,2018Q1
1043245989,The Dig,733cc6d3eee349bc,23403,2018-01-19 21:50:13+00:00,Workers’ Rights Are Students’ Rights,1960.3,0.5445277777777777,estimated_from_bytes,https://media.blubrry.com/thedig/content.blubrry.com/thedig/The_Dig_-_EP_82_-DannyTaylor.mp3,6,2018Q1
1057255460,The NPR Politics Podcast,e645a884944db445,23405,2020-02-28 21:59:54+00:00,Weekly Roundup: February 28th,1717.0,0.4769444444444444,itunes:duration,https://prfx.byspotify.com/e/play.podtrac.com/npr-510310/npr.simplecastaudio.com/81c2d960-75d6-4dba-9f07-0bfade0db7ce/episodes/23ac278f-c43d-405b-820b-9d34eae93146/audio/128/default.mp3?awCollectionId=81c2d960-75d6-4dba-9f07-0bfade0db7ce&awEpisodeId=23ac278f-c43d-405b-820b-9d34eae93146&t=podcast&e=810512696&p=510310&d=1717&size=27412535,6,2020Q1
1072469956,Fox Across America w/ Jimmy Failla,032711ebe12d30b2,23407,2020-06-23 02:39:00+00:00,"Inside The Tulsa Trump Rally & Newt Gingrich Calls Bolton's Book ""Fiction""",7474.0,2.076111111111111,itunes:duration,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/traffic.megaphone.fm/FOXM4099837382.mp3?updated=1642887114,6,2020Q2
1111319839,The Conversation with Dasha Burns,eaca97c8cbda6886,23409,2018-03-02 18:00:00+00:00,Is Hope Hicks gone for good?,1918.0,0.5327777777777778,itunes:duration,https://traffic.megaphone.fm/ASD1179961930.mp3?updated=1724681660,6,2018Q1
1138657182,Liberty Lockdown,926f4d460502ab9d,23411,2020-04-27 23:19:44+00:00,Liberty Lockdown Episode 1-Welcome Back slaves,3600.0,1.0,itunes:duration,https://anchor.fm/s/112e5d1a8/podcast/play/120395715/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2026-4-22%2F424697063-44100-2-766f505cecfb9af9.mp3,6,2020Q2
1155629323,The Reason Roundtable,c5b237f8d15c5d5e,23413,2025-01-21 22:02:59+00:00,Donald Trump's Chaotic and Contradictory Day 1,3997.0,1.1102777777777777,itunes:duration,https://dts.podtrac.com/redirect.mp3/d2h6a3ly6ooodw.cloudfront.net/reasontv_audio_8313991.mp3,6,2025Q1
1172546141,The President’s Inbox,5adcb06a1976dd77,23415,2024-11-12 20:55:55+00:00,"Trump and the Middle East, With Steven A. Cook (Transition 2025, Episode 2)",2155.0,0.5986111111111111,itunes:duration,https://dts.podtrac.com/redirect.mp3/mcdn.podbean.com/mf/web/65qnswk9eryzxsmn/241112_TPI_MASTER.mp3,6,2024Q4
1195206601,The Intercept Briefing,f1f321b3bbd71fdc,23417,2018-02-12 11:00:00+00:00,BONUS: Jim Risen Goes Inside the NSA’s Secret Channel to Russia,2468.0,0.6855555555555556,itunes:duration,https://sphinx.acast.com/intercepted-with-jeremy-scahill/bonus-jimrisengoesinsidethensa-ssecretchanneltorussia/media.mp3,6,2018Q1
1253076699,The Michael Berry Show,640a822ebf228f3f,23421,2024-09-26 00:23:45+00:00,PM Show Hr 1 | Prediction: Kamala Will Be President Before the Election,1854.0,0.515,itunes:duration,https://podtrac.com/pts/redirect.mp3/traffic.omny.fm/d/clips/e73c998e-6e60-432f-8610-ae210140c5b1/32ad6995-949b-47b5-bfa5-b2ce01483175/0395b83d-dc5e-4283-a12a-b2cf0032436a/audio.mp3?utm_source=Podcast&in_playlist=785d2727-e393-40b7-8309-b2ce01483193,6,2024Q3
1263295815,The Pete Quiñones Show,6e575e9ae8f2e445,23423,2025-06-15 16:00:07+00:00,On the Topic of the JQ w/ Thomas777 - Complete,22804.0,6.334444444444444,itunes:duration,https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/66558499/on_the_topic_of_the_jq_with_thomas777_complete.mp3,6,2025Q2
1289062927,ChinaTalk,8de96f455a80e8d4,23425,2018-01-19 02:25:41+00:00,Oona Hathaway and Scott Shapiro on How the World Order Evolves,3984.0,1.106666666666667,itunes:duration,https://pscrb.fm/rss/p/traffic.megaphone.fm/CHTAL1454284939.mp3?updated=1650580754,6,2018Q1
1294461271,GZERO World with Ian Bremmer,58e26b442c8c2d84,23427,2018-03-02 20:31:40+00:00,Rwandan President Paul Kagame,766.0,0.2127777777777778,itunes:duration,https://afp-297669-injected.calisto.simplecastaudio.com/d0629a2c-7435-4f90-b69c-d32edd9c826d/episodes/27539da2-ace9-4a0e-8f19-8975aedba907/audio/128/default.mp3?aid=rss_feed&awCollectionId=d0629a2c-7435-4f90-b69c-d32edd9c826d&awEpisodeId=27539da2-ace9-4a0e-8f19-8975aedba907&feed=ibBxsiVV,6,2018Q1
1309354521,Majority 54,c6fe2155b62331bc,23429,2018-06-29 14:01:00+00:00,How Do We Solve The Opioid Epidemic?,3155.0,0.8763888888888889,itunes:duration,https://www.podtrac.com/pts/redirect.mp3/pdst.fm/e/pscrb.fm/rss/p/claritaspod.com/measure/mgln.ai/e/1058/traffic.megaphone.fm/ADV9949599245.mp3?updated=1675206594,6,2018Q2
1314368109,The 11th Hour with Ali Velshi,e0f1cc0eb44e7a9e,23431,2025-12-18 05:12:29+00:00,The Nightcap on Trump prime-time address: 'I thought he was losing it',2526.0,0.7016666666666667,itunes:duration,https://dts.podtrac.com/redirect.mp3/pdst.fm/e/injector.simplecastaudio.com/818c79ea-ecbd-49ef-9118-fb6e70249747/episodes/6a99eff4-3c2f-45b2-8d3a-81b4915a85c3/audio/128/default.mp3?aid=rss_feed&awCollectionId=818c79ea-ecbd-49ef-9118-fb6e70249747&awEpisodeId=6a99eff4-3c2f-45b2-8d3a-81b4915a85c3&feed=0j_7K9RB,6,2025Q4
1317481380,UnJustified,a78fe0ba34a5a447,23433,2018-03-05 15:49:00+00:00,"Mifsud, Rybka, and Leaky Witnesses",6420.0,1.7833333333333334,itunes:duration,https://dts.podtrac.com/redirect.mp3/pscrb.fm/rss/p/clrtpod.com/m/afp-27275-injected.calisto.simplecastaudio.com/39ba9f83-102d-4196-9d34-dd1ce555514a/episodes/b3318dbd-cc73-4085-ae3e-4db4cfa78498/audio/128/default.mp3?aid=rss_feed&awCollectionId=39ba9f83-102d-4196-9d34-dd1ce555514a&awEpisodeId=b3318dbd-cc73-4085-ae3e-4db4cfa78498&feed=4v0m0WEY,6,2018Q1
1356662668,Politically Georgia,5a8a72d4c5e739be,23435,2018-04-02 16:00:00+00:00,Metro Atlanta transit and the bills that may become law in Georgia,1888.0,0.5244444444444445,itunes:duration,https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/CMGA9596804471.mp3,6,2018Q2
1364113251,The Beat with Ari Melber,042fda0bcd595e77,23437,2018-07-22 14:11:58+00:00,"BONUS: Ex-Fox analyst Ret. Col. Ralph Peters calls Trump a ""slave"" of Putin",848.0,0.2355555555555555,itunes:duration,https://dts.podtrac.com/redirect.mp3/pdst.fm/e/injector.simplecastaudio.com/d41147e2-9082-47cd-909a-165d88b1e209/episodes/fddf20b4-a50e-496a-b0e8-86eaaa54194b/audio/128/default.mp3?aid=rss_feed&awCollectionId=d41147e2-9082-47cd-909a-165d88b1e209&awEpisodeId=fddf20b4-a50e-496a-b0e8-86eaaa54194b&feed=TA5rXVG0,6,2018Q3
1368074498,The Lars Larson Show Pacific Northwest Podcast,af72c688b5ce9197,23439,2026-06-12 21:59:04+00:00,Lars Larson Northwest Podcast 2026-06-12,5591.0,1.5530555555555556,itunes:duration,https://serve.castfire.com/video/8449144/8449144_2026-06-12-210444.128.mp3?rssID=660,6,2026Q2
