show_id,insult,namecall,emotlang,sparring,character,exaggeration,mockery,conflagration,extremize,slippery,belittle,obscene,any,n_types,passages,outrage_z
1043245989,-0.9844342043305017,-1.0111961133546867,-0.3143255699470028,-1.0122570682095726,-0.9174987493111331,-0.7458329487961285,-0.905720782450473,-0.6922280557836036,-0.30241633115609357,-0.7436921412479689,-1.1983884875542188,-0.45773405452327304,-1.134715613850923,-1.052330848992632,1.4705423135199998,-0.7738103755553881
1050430296,-0.8966038535397075,-1.0035848913936252,-1.4830981622361321,-0.47041025622704585,-1.0201254243667142,-1.3376106950017705,-0.6442261566613728,-0.947392355380631,-1.1703838209266653,-0.9880269398736728,-1.2357454184698586,-0.42833848822312387,-1.7784731019684379,-1.3931859567349425,1.4705423135199998,-0.9687955385250269
1057255460,-1.1634264012200317,-1.0661726970123326,-1.18873971513871,-0.7657421237611386,-1.1444609645605075,-1.4490420869939022,-0.8717857147091376,-0.5793077656842403,-1.1619847060272719,-0.9913474174542041,-1.5377530259546626,-0.5548607598771321,-1.708034859678642,-1.5022299263558243,0.7155511474860957,-1.0395519481994393
1060110806,-0.6638270093234652,-0.7372774442349486,-0.3089569001051569,-0.7936215154171171,-0.4417843638004997,-0.7048237385820225,-0.7125988273733921,-0.3829262108612361,-0.6170830313582497,-0.3124435458503792,-0.7379616200023555,-0.41136455572269975,-0.7475933254668987,-0.7878060768312061,1.4705423135199998,-0.5687223968859602
1072469956,1.928667964142272,0.7442184739042466,0.15605752858395314,0.9112097833917597,0.8180955194655127,1.3689163294816364,2.600638126607953,0.09412728658437218,-0.06309360081354741,-0.23407337875691017,2.3056959513610917,0.08316246872090133,1.354394442560713,1.5062044928703482,0.6211772517318577,0.8928018710561035
1093260018,-1.102824633254261,-1.081345926194374,-0.9478240200489505,-0.8919017059946808,-0.9536991074988751,-0.9860111639158714,-0.6210029264760971,-0.6175706505820716,-1.1367491238996368,-0.4318112687206945,-0.9935289048757695,-0.44478514731090457,-1.325500955359524,-1.1967597203553944,1.4705423135199998,-0.8507545482310158
1111319839,-0.8029548432603698,-0.9452503472731956,-1.0204820554675313,0.27433693329950465,-0.9361429580335938,-1.0372541844296643,-0.40693227949862143,-0.7714433431156081,-1.0923023820343853,-1.0099826288802836,-0.7971159962532126,-0.38791389374224594,-0.9831299175917706,-1.0616352176995154,1.4705423135199998,-0.7444531648907673
1112258664,-1.1443305857584565,-1.2255606446513068,-1.1648657535270104,-0.7429004425486092,-1.3413639820332062,-1.3634829153604555,-1.0167719109039361,-1.1940411802242694,-1.1149757818502717,-0.5404326709352612,-1.5292999105200964,-0.5810921870783778,-1.8763576278402632,-1.5707970773699058,1.0930467305030478,-1.0799264971159381
1138657182,1.0794670426900683,0.8896824034567821,0.7290057775000821,1.4242197318623564,0.3487359549097433,1.676013486211944,0.09966556732503765,1.2880074416220988,1.0083070403780765,2.30362907283608,0.4210880237987603,1.9037378851281772,1.0939706912751708,1.272741070249239,0.6211772517318577,1.0976299523099338
1147092464,0.12655544533336938,0.1340881329640667,-1.3455542180472684,0.1793417196305902,-0.6928767800883373,-0.9414553130857458,1.040883138294168,-1.1608663733076738,-1.2385357226456806,-0.9824378598115853,0.5842684849105615,-0.08350844645447494,-0.2965461733120203,-0.3967286277102475,1.4705423135199998,-0.36500814935900094
1155629323,0.3547771195799139,-0.38031388070344796,-0.6065222104359402,0.3079516252994303,-0.6322078699945496,0.15946998294328657,0.7904556882475061,-0.665689205645511,-0.7744845491641749,-0.20118028027449547,1.1109643635273918,-0.004182072158598312,0.5667136536857216,0.05219380975579366,-0.9831789760901885,-0.045080107398265734
1169056746,-0.9795178595614358,-0.9959172108252257,-0.19017164953497934,-0.38641095808143083,-0.9431439207562149,-1.2471262408636368,-0.6109599794445973,-0.18152966776271176,-1.2176540847798183,-1.0106324189803142,-1.0508386995342276,-0.4869551614128332,-0.8974838627780137,-1.0569230162396508,1.1449523731678786,-0.7750714876281188
1172546141,-1.205332063719753,-1.1330870856917994,-0.6954669480748783,-0.8415877917372013,-1.4350153860530968,-0.9768600119018166,-1.0827822943667578,-0.8951950401628456,-0.8000579324906241,0.3789542903146895,-1.714205549822151,-0.5810921870783778,-1.5700393757876125,-1.4067568707248186,-0.9831789760901885,-0.9151440000653842
1192761536,0.36816419628324915,-0.14382836497225665,-0.29976888821227554,0.14132357688904124,-0.15069709565669814,-0.6345907313372361,0.6245097618483713,-0.47427183383316524,-0.5604386822851464,-0.4440865815707797,0.15625979735748496,0.6427106354552942,0.06648821492596337,-0.0052356549082323315,1.4705423135199998,-0.0645595175028431
1195206601,-0.7331250564446746,-0.7970828303837509,1.3009450557402555,-0.6779084187382535,-0.4083983232356693,-0.1319235909322281,-0.8359283480666994,0.6346594288875311,-0.004807664014131636,-0.23295961137659443,-1.0052800285976868,-0.4216283350302749,0.057021675635642505,-0.3503259766324478,1.4705423135199998,-0.2761198101826814
1200016351,-0.16981155726610253,-0.3149275421951542,0.8469029809889846,-0.2354095248710118,0.035437817546442985,-0.5229832071763922,0.1497850867206813,0.524139904304153,-0.10630656503930389,0.09749696556569024,-0.3244916790401037,0.10557139611416894,0.39360704509867056,0.0536690463513833,1.4705423135199998,0.007117006304337735
