show_id,inten,inten_hat,inten_use
1043245989,0.5209486166007905,0.4634674664254428,0.5209486166007905
1050430296,0.4067796610169492,0.4474511189197363,0.4067796610169492
1057255460,0.1407089151450053,0.346679804421336,0.1407089151450053
1060110806,0.5234441602728048,0.47586893322962115,0.5234441602728048
1072469956,0.7661574618096357,0.6711189823095594,0.7661574618096357
1093260018,0.3661137440758293,0.4422975471203535,0.3661137440758293
1111319839,0.2137931034482758,0.36285078828302264,0.2137931034482758
1112258664,0.0527681660899653,0.1983195984224476,0.0527681660899653
1138657182,0.6588089330024814,0.6155790042125717,0.6588089330024814
1147092464,0.4070351758793969,0.4543673409504415,0.4070351758793969
1155629323,0.5520833333333334,0.5468823174184916,0.5520833333333334
1169056746,0.1041837571780147,0.33913366927535404,0.1041837571780147
1172546141,0.1114369501466275,0.2504875090378085,0.1114369501466275
1192761536,0.5495568090249798,0.5126740182768991,0.5495568090249798
1195206601,0.5773195876288659,0.49939505817465746,0.5773195876288659
1200016351,0.4246575342465753,0.4213940388541476,0.4246575342465753
1208232103,0.7947826086956522,0.6446575111488451,0.7947826086956522
1218054701,0.5738693467336683,0.49225448376579545,0.5738693467336683
124960485,0.6730401529636711,0.579992666849599,0.6730401529636711
1253076699,0.7378048780487805,0.5895353005110031,0.7378048780487805
1258635512,0.329153605015674,0.4080756828073908,0.329153605015674
1263295815,0.2625,0.3571090021907079,0.2625
1265845136,0.305363321799308,0.3957392415576244,0.305363321799308
1289062927,0.0797752808988764,0.2488612666511086,0.0797752808988764
1291144720,0.4058656575212866,0.4651845776830817,0.4058656575212866
1294461271,0.2573839662447257,0.3731895241153366,0.2573839662447257
1303660358,0.4151785714285714,0.48128393915333245,0.4151785714285714
1309354521,0.5079006772009029,0.491292464906801,0.5079006772009029
1314170606,0.6531531531531531,0.5355062821061327,0.6531531531531531
1314368109,0.4133333333333333,0.47441487723400694,0.4133333333333333
1317356120,0.4814814814814814,0.5091980352869981,0.4814814814814814
1317481380,0.3197389885807504,0.39162137478690073,0.3197389885807504
1351411911,0.3629749393694422,0.41191501817279347,0.3629749393694422
1356662668,0.1301261829652996,0.34748703132505754,0.1301261829652996
1362265400,0.6173254835996635,0.6016221314866953,0.6173254835996635
1364113251,0.5190010857763301,0.5105622541998289,0.5190010857763301
1367201919,0.5251798561151079,0.5001838828561741,0.5251798561151079
1378389941,0.3580705009276438,0.41514738873973894,0.3580705009276438
1386375601,0.765625,0.6549393454951575,0.765625
1408796715,0.5947521865889213,0.5553400719060595,0.5947521865889213
1432118523,0.7324301439458086,0.6311283757284468,0.7324301439458086
1439837349,0.3471376370280146,0.46826883325101254,0.3471376370280146
1441649707,0.5853018372703412,0.5202997474792627,0.5853018372703412
1447684472,0.5451713395638629,0.5117343296133412,0.5451713395638629
1449848509,0.5121654501216545,0.5302657755110032,0.5121654501216545
1452065072,0.5104166666666666,0.47443839392735454,0.5104166666666666
1456045551,0.3737821080602302,0.4173305646138665,0.3737821080602302
1456850698,0.7262638717632552,0.6697303207741826,0.7262638717632552
1462195742,0.5506937033084311,0.5179928972422186,0.5506937033084311
1462703434,0.4722792607802875,0.45396730839034094,0.4722792607802875
1467297559,0.3079677708146822,0.4244874808691745,0.3079677708146822
1467993804,0.5427046263345195,0.4948258455699359,0.5427046263345195
1471411980,0.5373134328358209,0.46196234108018047,0.5373134328358209
1474001390,0.3744493392070485,0.47655624726894624,0.3744493392070485
1476110521,0.5428571428571428,0.5042987646241356,0.5428571428571428
1480605295,0.18860103626943,0.4089006983567193,0.18860103626943
1482179882,0.4219308700834326,0.4598456416233675,0.4219308700834326
1484862164,0.4948875255623722,0.489627883774775,0.4948875255623722
1485021241,0.4107142857142857,0.47356503568254726,0.4107142857142857
1485186805,0.6974459724950884,0.5172276424867562,0.6974459724950884
1485351658,0.8066202090592335,0.6001494528557211,0.8066202090592335
1490993194,0.2039045553145336,0.3913087932040966,0.2039045553145336
1493858530,0.3858695652173913,0.5674347557531587,0.3858695652173913
1495251160,0.740782122905028,0.5802249839253609,0.740782122905028
1495601614,0.749730312837109,0.6159460978209821,0.749730312837109
1506127536,0.7562724014336918,0.637585685298687,0.7562724014336918
1507444393,0.896551724137931,0.735231623603408,0.896551724137931
1509826894,0.3535108958837772,0.4514765334382966,0.3535108958837772
1510240831,0.6952141057934509,0.6383736546789834,0.6952141057934509
1515399733,0.7809045226130653,0.6448278793804011,0.7809045226130653
1517313007,0.6310679611650486,0.4954333917127004,0.6310679611650486
1529346075,0.3806343906510851,0.471183845783458,0.3806343906510851
1531192509,0.6845238095238095,0.582795828396807,0.6845238095238095
1535255041,0.612859097127223,0.5733925175487881,0.612859097127223
1535384390,0.6957605985037406,0.5917083909878476,0.6957605985037406
1536169792,0.342443729903537,0.4505241791050487,0.342443729903537
1536984072,0.4042904290429043,0.43499955063700807,0.4042904290429043
1538788132,0.3452855245683931,0.4518722674938767,0.3452855245683931
1548086514,0.6274509803921569,0.6246450151397509,0.6274509803921569
1548554104,0.5087412587412588,0.4634707317043668,0.5087412587412588
1549272440,0.107854630715123,0.35271199637112605,0.107854630715123
1549502623,0.4282296650717703,0.45638804850688103,0.4282296650717703
1549624070,0.1773220747889023,0.3240876812915785,0.1773220747889023
1551206847,0.4677835051546392,0.47466212960428295,0.4677835051546392
1551582052,0.5815602836879432,0.5572583110878881,0.5815602836879432
1567204040,0.6148648648648649,0.5597511879572873,0.6148648648648649
1568505052,0.5213154689403167,0.48548283743141163,0.5213154689403167
1570045623,0.4855172413793103,0.5186020835660151,0.4855172413793103
1570380458,0.7183098591549296,0.5607991133465772,0.7183098591549296
1570432345,0.3748344370860927,0.48083201540016374,0.3748344370860927
1573813504,0.2275132275132275,0.3805256839725311,0.2275132275132275
1574741668,0.2777777777777778,0.33375408908104537,0.2777777777777778
1576614213,0.6681222707423581,0.619615940909971,0.6681222707423581
1579061364,0.7031662269129287,0.6383836061749618,0.7031662269129287
158004641,0.4261477045908183,0.43896570186801737,0.4261477045908183
1584730781,0.8454661558109834,0.6872366211082441,0.8454661558109834
1585243541,0.7255747126436781,0.5939513722551698,0.7255747126436781
1586423406,0.4024390243902439,0.4700789083233085,0.4024390243902439
1587936366,0.3444444444444444,0.3807623552408674,0.3444444444444444
1592116227,0.7607726597325408,0.604975241038911,0.7607726597325408
1594728054,0.8440860215053764,0.6608343035123407,0.8440860215053764
1595408601,0.8096676737160121,0.7041258124418966,0.8096676737160121
1599891719,0.423728813559322,0.38208195956377655,0.423728813559322
1606834013,0.6944444444444444,0.5079673810305044,0.6944444444444444
1607829807,0.6896551724137931,0.6449308523892306,0.6896551724137931
1612691018,0.7930535455861071,0.6589642752726109,0.7930535455861071
1614844654,0.2863534675615212,0.41812621274552425,0.2863534675615212
1617887885,0.2046263345195729,0.2986853729104415,0.2046263345195729
1623855270,0.1341176470588235,0.26457193904093645,0.1341176470588235
1633301179,0.6915167095115681,0.539632650958666,0.6915167095115681
1634341981,0.3707025411061285,0.3006492858234706,0.3707025411061285
1635418897,0.523109243697479,0.6254984443820331,0.523109243697479
1635446643,0.7314685314685314,0.6095165076896529,0.7314685314685314
1636762428,0.5765472312703583,0.5724289313152017,0.5765472312703583
1640311112,0.6097560975609756,0.6354827530002944,0.6097560975609756
1645614328,0.6192893401015228,0.5589092401634522,0.6192893401015228
1647025876,0.7358490566037735,0.6947507842524343,0.7358490566037735
1647085571,0.4671163575042159,0.5264874633788714,0.4671163575042159
1648125917,0.551487414187643,0.5682371316561676,0.551487414187643
1654162813,0.7095435684647303,0.6134771834717025,0.7095435684647303
1660317917,0.740983606557377,0.5662423806812408,0.740983606557377
1669610956,0.5786516853932584,0.5432062332153046,0.5786516853932584
1671451793,0.5100401606425703,0.482956528798749,0.5100401606425703
1674095262,0.5448275862068965,0.4531586569147138,0.5448275862068965
1679657705,0.2113207547169811,0.3465302184067941,0.2113207547169811
1681586867,0.7888888888888889,0.6814353899405504,0.7888888888888889
1692806415,0.6340996168582376,0.5218308979164058,0.6340996168582376
1695205478,0.2116630669546436,0.36355425323867263,0.2116630669546436
1696974077,0.3051948051948052,0.42302489982656294,0.3051948051948052
1702202187,0.3542976939203354,0.42132818901367614,0.3542976939203354
1709994511,0.68,0.585339421628119,0.68
1714009198,0.5813492063492064,0.5912177547282516,0.5813492063492064
1714879044,0.744578313253012,0.5966673455461325,0.744578313253012
1715894000,0.1794871794871795,0.3632036040089449,0.1794871794871795
1721813926,0.5476190476190477,0.5696608481577867,0.5476190476190477
1721969693,0.4278959810874704,0.46842211533435824,0.4278959810874704
1722246285,0.7225,0.6111537418471052,0.7225
1725387804,0.467005076142132,0.49930725012551075,0.467005076142132
1725442221,0.6167979002624672,0.5647283424354378,0.6167979002624672
1728152109,0.6578313253012048,0.549811146427082,0.6578313253012048
1728340033,0.229965156794425,0.4147357082329441,0.229965156794425
1730358737,0.5446623093681917,0.5980198426398858,0.5446623093681917
1743030473,0.3669467787114845,0.48524874250960065,0.3669467787114845
1750591415,0.5493562231759657,0.5769304874359337,0.5493562231759657
1751785203,0.7446043165467626,0.6618314335628736,0.7446043165467626
1767877239,0.1706349206349206,0.36753573729262834,0.1706349206349206
1774505095,0.5045317220543807,0.5387457059740772,0.5045317220543807
1785081636,0.8298611111111112,0.6620080389754278,0.8298611111111112
1788891712,0.4026548672566372,0.47716273453917163,0.4026548672566372
1790957194,0.7648970747562297,0.6238567842780958,0.7648970747562297
1795032531,0.7159090909090909,0.6184408289854214,0.7159090909090909
1798460240,0.7896678966789668,0.6346018232491826,0.7896678966789668
1800671132,0.5192307692307693,0.576711321141241,0.5192307692307693
1805186512,0.6526315789473685,0.6203341392166728,0.6526315789473685
1809246826,0.684,0.6674353092737123,0.684
1810218232,0.3668341708542713,0.4543966036315784,0.3668341708542713
1818418128,0.6473429951690821,0.5377088391270549,0.6473429951690821
1818658022,0.7035398230088495,0.5918745526407325,0.7035398230088495
1820648828,0.7548076923076923,0.6872649915067243,0.7548076923076923
1822142909,0.3135313531353135,0.37131118618059084,0.3135313531353135
1839861250,0.4806201550387597,0.5546008964134272,0.4806201550387597
1843478428,0.632,0.6451073249107783,0.632
1868807558,0.5797872340425532,0.6370773186629988,0.5797872340425532
1869456664,0.8189655172413793,0.6343562509831917,0.8189655172413793
1871628261,0.7443946188340808,0.6909877872824852,0.7443946188340808
1873028393,0.6576576576576577,0.6308505615743806,0.6576576576576577
1874174561,0.8305084745762712,0.6987654063256162,0.8305084745762712
1876034889,0.6171171171171171,0.5258727434775251,0.6171171171171171
1877144831,0.5929203539823009,0.48892757147793786,0.5929203539823009
1880163995,0.7882165605095541,0.6947880127794688,0.7882165605095541
1886801652,0.696078431372549,0.6156394484565618,0.696078431372549
